1076	22162
722	25979
1034	19167
675	23744
426	15122
1166	25863
1203	27204
1208	27727
589	18966
162	8668
680	23984
663	23085
374	13389
255	11074
648	22089
209	10072
487	16788
112	7144
812	881
1081	22320
749	28026
617	20323
342	12873
123	7555
1018	18587
355	13193
754	28237
553	18111
458	16210
836	2405
194	9834
145	8138
48	3428
712	25440
557	18191
1003	16565
690	24682
63	4589
640	21662
295	11847
18	1685
282	11600
1156	25496
150	8360
707	25284
414	14520
95	6547
327	12469
954	15000
739	27110
263	11206
1098	22811
310	12134
50	3641
1053	20178
67	4787
199	9871
673	23590
177	9392
182	9453
331	12496
1188	26676
1186	26522
441	15809
1038	19476
585	18723
370	25185
717	25682
840	2511
463	16312
127	7675
338	12632
1085	22340
576	18500
359	13221
643	21852
31	2363
744	27773
703	25159
1141	25003
656	22585
1023	18824
613	20050
600	19180
11	884
727	26545
72	5107
175	9383
1094	22635
386	13674
314	12265
446	15995
595	19152
612	20015
143	7865
43	3050
250	10990
465	16333
231	10637
627	21077
450	16069
99	6742
363	13284
931	12325
87	5912
482	16753
203	9965
671	23571
1157	25497
688	24590
581	18617
759	28554
218	10450
1010	18363
368	13346
588	18953
699	25084
961	15364
813	925
963	15487
319	12343
748	27955
40	2952
304	12028
26	2087
1101	22953
258	11184
158	8568
652	22399
186	9706
55	4214
114	7204
632	21197
401	14070
171	9055
139	7860
731	26693
418	14734
8	707
75	5250
1030	18954
568	18435
290	11734
58	4280
378	13450
235	10723
246	10843
433	15454
207	10050
667	23494
929	12093
1193	26840
1077	22144
478	16747
383	13610
684	24298
346	13007
82	5634
1045	19706
214	10354
1161	25561
800	266
287	11685
1116	23985
151	8368
300	11947
999	18107
620	20541
752	28176
315	12264
432	15453
36	2606
1097	22743
262	11205
30	2352
51	3739
405	14232
190	9761
183	9577
19	1755
422	14978
273	11394
865	6712
373	13386
603	19400
735	26813
210	10081
326	12449
107	6909
239	10781
242	25658
4	327
294	11814
126	7598
136	7792
341	12855
268	11337
358	13219
79	5499
807	707
195	9839
437	15673
474	16543
664	23220
1033	19119
400	14035
1197	27065
960	15357
635	21294
696	24829
720	25876
1165	25864
955	15052
94	6455
415	14523
395	13809
624	20902
728	26586
740	27174
464	16326
332	12497
575	18499
427	15156
596	19164
1019	18685
459	16227
131	7682
47	3253
15	1164
200	9913
68	4862
62	4588
1004	18252
178	9412
277	11552
691	24690
442	15811
369	13354
607	19532
90	6033
111	7126
254	11072
227	10604
322	12356
337	12603
469	16412
354	13189
83	5668
1009	18314
1184	26455
659	22745
215	10371
1037	19403
560	18254
639	21652
755	28275
676	23754
1088	22500
222	10577
1069	21604
708	25339
232	10639
100	6764
1014	18497
